country,iso3,region,subregion,year,authority,authority_band,enforcement_capacity,enforcement_capacity_band,information_control,information_control_band,institutional_capacity,institutional_capacity_band,legitimacy,legitimacy_band,resource_concentration,resource_concentration_band,prototype_note
Ethiopia,ETH,Africa,Eastern Africa,1990,41.2,Medium,48.0,Medium,42.1,Medium,31.6,Low,48.1,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2013,56.6,Medium,69.5,Medium,73.8,High,68.3,Medium,57.1,Medium,57.6,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2014,56.9,Medium,71.1,High,74.1,High,69.0,Medium,57.2,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2015,56.9,Medium,71.9,High,74.1,High,69.6,Medium,58.4,Medium,56.9,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2016,57.3,Medium,71.9,High,72.7,High,70.1,High,59.5,Medium,56.2,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2017,58.9,Medium,72.8,High,72.2,High,70.3,High,60.4,Medium,56.5,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2018,60.6,Medium,72.4,High,72.3,High,71.0,High,61.4,Medium,56.3,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2019,61.1,Medium,71.9,High,73.3,High,71.8,High,61.8,Medium,56.7,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2020,62.2,Medium,70.6,High,73.0,High,70.8,High,62.0,Medium,56.1,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2021,63.6,Medium,70.7,High,72.4,High,72.2,High,62.3,Medium,55.0,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2022,63.8,Medium,70.1,High,72.1,High,72.2,High,63.1,Medium,54.5,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2023,64.9,Medium,69.7,Medium,72.2,High,70.4,High,63.4,Medium,54.4,Medium,Synthetic safe prototype data; not factual.
Japan,JPN,Asia,Eastern Asia,2024,65.2,Medium,69.8,Medium,73.0,High,70.0,Medium,64.4,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1990,66.5,Medium,61.2,Medium,61.6,Medium,59.9,Medium,58.7,Medium,46.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1991,66.1,Medium,61.3,Medium,61.4,Medium,59.7,Medium,58.3,Medium,46.4,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1992,64.9,Medium,60.8,Medium,60.9,Medium,60.7,Medium,58.0,Medium,47.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1993,64.4,Medium,60.1,Medium,61.4,Medium,59.3,Medium,57.0,Medium,47.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1994,64.1,Medium,58.8,Medium,61.9,Medium,58.5,Medium,55.4,Medium,48.8,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1995,63.5,Medium,57.1,Medium,61.9,Medium,57.9,Medium,53.7,Medium,48.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1996,61.9,Medium,55.3,Medium,61.5,Medium,56.5,Medium,52.9,Medium,48.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1997,61.4,Medium,54.3,Medium,62.3,Medium,57.1,Medium,52.3,Medium,50.2,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1998,61.2,Medium,53.0,Medium,62.3,Medium,55.2,Medium,52.1,Medium,50.7,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,1999,61.4,Medium,51.7,Medium,62.3,Medium,55.1,Medium,52.3,Medium,50.6,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2000,62.0,Medium,52.1,Medium,61.4,Medium,55.0,Medium,52.2,Medium,50.8,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2001,63.2,Medium,52.1,Medium,61.4,Medium,55.5,Medium,52.6,Medium,51.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2002,64.1,Medium,52.4,Medium,62.2,Medium,56.1,Medium,53.8,Medium,50.5,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2003,63.9,Medium,53.6,Medium,62.6,Medium,57.2,Medium,55.2,Medium,50.2,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2004,64.6,Medium,55.0,Medium,63.2,Medium,57.4,Medium,56.9,Medium,50.5,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2005,65.3,Medium,56.2,Medium,65.1,Medium,58.3,Medium,57.4,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2006,65.8,Medium,57.1,Medium,65.1,Medium,57.9,Medium,58.3,Medium,50.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2007,65.3,Medium,57.9,Medium,64.8,Medium,58.4,Medium,59.1,Medium,50.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2008,65.7,Medium,58.2,Medium,66.7,Medium,58.8,Medium,59.6,Medium,49.4,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2009,66.2,Medium,59.4,Medium,67.6,Medium,59.6,Medium,60.1,Medium,48.7,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2010,66.1,Medium,60.1,Medium,68.4,Medium,60.9,Medium,60.3,Medium,48.5,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2011,65.9,Medium,61.1,Medium,68.3,Medium,61.3,Medium,60.7,Medium,49.0,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2012,66.6,Medium,61.8,Medium,69.0,Medium,62.2,Medium,61.5,Medium,49.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2013,65.8,Medium,62.7,Medium,70.0,Medium,62.8,Medium,60.8,Medium,48.6,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2014,66.1,Medium,62.8,Medium,69.9,Medium,63.2,Medium,61.2,Medium,48.2,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2015,65.8,Medium,63.0,Medium,69.0,Medium,63.9,Medium,61.1,Medium,47.5,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2016,66.3,Medium,63.0,Medium,68.6,Medium,64.0,Medium,61.2,Medium,47.7,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2017,66.0,Medium,63.5,Medium,67.9,Medium,63.9,Medium,62.4,Medium,47.3,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2018,66.7,Medium,63.1,Medium,68.5,Medium,63.9,Medium,62.6,Medium,46.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2019,66.3,Medium,62.7,Medium,67.8,Medium,64.6,Medium,63.1,Medium,46.7,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2020,65.9,Medium,63.2,Medium,68.3,Medium,65.3,Medium,62.8,Medium,45.6,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2021,65.8,Medium,62.3,Medium,66.7,Medium,66.0,Medium,62.6,Medium,45.1,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2022,66.2,Medium,62.4,Medium,66.0,Medium,66.3,Medium,62.8,Medium,44.9,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2023,65.7,Medium,62.0,Medium,65.2,Medium,66.8,Medium,62.4,Medium,44.6,Medium,Synthetic safe prototype data; not factual.
Mongolia,MNG,Asia,Eastern Asia,2024,66.0,Medium,61.2,Medium,64.5,Medium,67.0,Medium,62.5,Medium,44.4,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1990,64.2,Medium,54.8,Medium,61.5,Medium,67.3,Medium,54.2,Medium,52.8,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1991,65.0,Medium,54.3,Medium,60.8,Medium,67.6,Medium,55.5,Medium,52.7,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1992,64.8,Medium,55.1,Medium,60.5,Medium,68.4,Medium,56.1,Medium,53.8,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1993,65.2,Medium,55.3,Medium,60.5,Medium,69.2,Medium,56.8,Medium,53.9,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1994,65.7,Medium,55.8,Medium,60.3,Medium,68.7,Medium,56.9,Medium,54.2,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1995,66.4,Medium,55.6,Medium,59.3,Medium,69.3,Medium,57.7,Medium,53.7,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1996,67.0,Medium,56.0,Medium,59.4,Medium,70.3,High,57.6,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1997,67.4,Medium,56.3,Medium,59.4,Medium,71.4,High,57.8,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1998,67.4,Medium,56.2,Medium,58.8,Medium,71.8,High,57.6,Medium,52.5,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,1999,68.1,Medium,56.0,Medium,58.4,Medium,71.6,High,57.7,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2000,67.7,Medium,56.3,Medium,58.2,Medium,72.0,High,58.1,Medium,53.6,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2001,68.5,Medium,56.7,Medium,58.5,Medium,71.3,High,57.6,Medium,53.2,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2002,69.8,Medium,56.4,Medium,58.5,Medium,71.9,High,57.8,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2003,70.4,High,56.3,Medium,58.9,Medium,71.2,High,57.4,Medium,52.9,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2004,70.5,High,55.8,Medium,59.2,Medium,70.3,High,57.6,Medium,53.1,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2005,70.6,High,55.1,Medium,59.0,Medium,70.3,High,57.3,Medium,53.1,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2006,70.1,High,55.0,Medium,60.1,Medium,70.1,High,56.9,Medium,52.7,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2007,69.7,Medium,54.6,Medium,61.3,Medium,69.1,Medium,57.5,Medium,52.4,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2008,70.0,Medium,54.0,Medium,61.7,Medium,68.1,Medium,57.9,Medium,52.0,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2009,69.6,Medium,53.6,Medium,62.6,Medium,67.9,Medium,56.9,Medium,52.5,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2010,70.0,Medium,53.9,Medium,62.8,Medium,67.4,Medium,56.5,Medium,52.5,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2011,69.9,Medium,53.5,Medium,63.2,Medium,66.4,Medium,55.7,Medium,52.4,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2012,68.9,Medium,53.6,Medium,64.2,Medium,65.7,Medium,55.1,Medium,51.6,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2013,68.5,Medium,54.0,Medium,65.6,Medium,66.1,Medium,55.2,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2014,69.0,Medium,56.0,Medium,65.1,Medium,66.9,Medium,55.0,Medium,51.7,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2015,68.5,Medium,57.1,Medium,65.5,Medium,67.9,Medium,54.9,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2016,67.7,Medium,58.2,Medium,65.5,Medium,69.1,Medium,55.5,Medium,51.1,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2017,67.8,Medium,59.1,Medium,65.9,Medium,69.8,Medium,56.7,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2018,68.0,Medium,60.5,Medium,65.9,Medium,70.8,High,57.2,Medium,50.1,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2019,68.8,Medium,61.1,Medium,65.6,Medium,71.4,High,57.6,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2020,69.6,Medium,61.5,Medium,65.2,Medium,72.0,High,58.8,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2021,70.2,High,62.1,Medium,65.5,Medium,72.8,High,58.8,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2022,70.4,High,63.3,Medium,64.2,Medium,74.1,High,59.9,Medium,49.2,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2023,70.7,High,63.6,Medium,64.7,Medium,75.4,High,61.2,Medium,49.1,Medium,Synthetic safe prototype data; not factual.
South Korea,KOR,Asia,Eastern Asia,2024,71.2,High,63.7,Medium,64.5,Medium,75.9,High,61.6,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1990,67.5,Medium,60.0,Medium,53.2,Medium,60.8,Medium,52.2,Medium,65.5,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1991,68.5,Medium,61.1,Medium,51.9,Medium,61.5,Medium,52.3,Medium,66.5,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1992,68.4,Medium,60.7,Medium,50.8,Medium,62.0,Medium,51.6,Medium,65.7,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1993,68.3,Medium,61.5,Medium,50.7,Medium,62.7,Medium,51.9,Medium,66.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1994,67.9,Medium,62.1,Medium,50.4,Medium,62.5,Medium,51.6,Medium,67.4,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1995,67.7,Medium,63.2,Medium,50.1,Medium,61.7,Medium,51.3,Medium,67.1,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1996,68.7,Medium,63.6,Medium,50.5,Medium,61.8,Medium,50.4,Medium,66.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1997,67.8,Medium,64.2,Medium,51.1,Medium,61.8,Medium,50.5,Medium,65.9,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1998,67.1,Medium,65.2,Medium,51.4,Medium,61.8,Medium,50.3,Medium,65.1,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,1999,66.5,Medium,65.8,Medium,52.6,Medium,62.1,Medium,49.2,Medium,65.1,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2000,65.4,Medium,65.8,Medium,53.9,Medium,61.4,Medium,49.1,Medium,65.3,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2001,64.0,Medium,65.8,Medium,53.4,Medium,60.5,Medium,49.7,Medium,65.9,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2002,63.4,Medium,65.2,Medium,54.7,Medium,59.4,Medium,49.9,Medium,66.0,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2003,63.2,Medium,64.5,Medium,55.3,Medium,58.0,Medium,49.9,Medium,66.4,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2004,63.2,Medium,64.6,Medium,55.6,Medium,57.8,Medium,50.2,Medium,65.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2005,63.7,Medium,64.6,Medium,57.2,Medium,57.6,Medium,50.8,Medium,65.0,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2006,64.2,Medium,65.1,Medium,57.3,Medium,57.5,Medium,50.9,Medium,64.8,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2007,64.2,Medium,65.7,Medium,57.9,Medium,57.4,Medium,51.8,Medium,65.3,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2008,65.1,Medium,65.0,Medium,58.8,Medium,57.2,Medium,52.6,Medium,65.4,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2009,66.2,Medium,65.5,Medium,58.9,Medium,57.1,Medium,54.4,Medium,65.1,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2010,67.0,Medium,65.3,Medium,58.6,Medium,56.9,Medium,55.1,Medium,65.8,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2011,67.7,Medium,64.6,Medium,59.3,Medium,56.1,Medium,55.8,Medium,67.5,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2012,67.2,Medium,64.2,Medium,60.0,Medium,56.1,Medium,55.4,Medium,67.4,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2013,67.5,Medium,63.4,Medium,58.6,Medium,56.4,Medium,56.1,Medium,67.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2014,67.3,Medium,63.8,Medium,58.9,Medium,57.0,Medium,56.2,Medium,67.5,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2015,68.2,Medium,63.7,Medium,58.7,Medium,58.4,Medium,57.0,Medium,67.9,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2016,68.7,Medium,65.0,Medium,58.1,Medium,59.7,Medium,57.5,Medium,68.1,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2017,68.7,Medium,65.7,Medium,56.9,Medium,60.6,Medium,58.7,Medium,67.9,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2018,68.8,Medium,66.1,Medium,56.0,Medium,62.4,Medium,58.7,Medium,67.8,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2019,70.3,High,66.4,Medium,55.4,Medium,63.1,Medium,58.7,Medium,67.3,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2020,70.0,Medium,67.6,Medium,55.0,Medium,63.8,Medium,59.0,Medium,67.9,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2021,69.5,Medium,69.6,Medium,54.4,Medium,65.3,Medium,57.7,Medium,68.2,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2022,69.2,Medium,70.0,High,53.8,Medium,66.7,Medium,57.3,Medium,67.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2023,68.5,Medium,71.2,High,54.2,Medium,67.1,Medium,57.7,Medium,67.6,Medium,Synthetic safe prototype data; not factual.
Taiwan,TWN,Asia,Eastern Asia,2024,67.7,Medium,71.7,High,54.2,Medium,67.6,Medium,58.0,Medium,68.7,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1990,64.7,Medium,50.5,Medium,78.9,High,57.1,Medium,55.4,Medium,68.9,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1991,65.4,Medium,50.8,Medium,78.8,High,57.8,Medium,55.3,Medium,69.4,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1992,65.7,Medium,52.3,Medium,78.5,High,57.3,Medium,56.0,Medium,69.7,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1993,66.4,Medium,51.9,Medium,78.4,High,57.5,Medium,56.6,Medium,69.9,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1994,65.6,Medium,51.7,Medium,78.1,High,57.4,Medium,56.4,Medium,69.6,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1995,64.6,Medium,50.3,Medium,79.1,High,56.9,Medium,54.7,Medium,70.3,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1996,63.5,Medium,48.0,Medium,79.0,High,55.8,Medium,53.5,Medium,71.0,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1997,62.8,Medium,47.1,Medium,78.7,High,55.5,Medium,53.0,Medium,72.0,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1998,62.6,Medium,47.9,Medium,77.4,High,57.6,Medium,53.8,Medium,71.3,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,1999,62.6,Medium,48.4,Medium,76.8,High,58.2,Medium,54.8,Medium,71.2,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2000,62.5,Medium,48.5,Medium,76.9,High,58.8,Medium,55.9,Medium,71.2,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2001,62.1,Medium,49.0,Medium,75.7,High,60.0,Medium,55.7,Medium,71.4,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2002,61.4,Medium,49.6,Medium,75.0,High,60.5,Medium,55.2,Medium,71.1,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2003,62.4,Medium,49.4,Medium,74.3,High,61.9,Medium,55.5,Medium,71.9,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2004,60.6,Medium,49.1,Medium,73.9,High,62.4,Medium,55.9,Medium,72.2,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2005,60.8,Medium,48.8,Medium,74.7,High,62.4,Medium,55.4,Medium,71.8,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2006,61.1,Medium,49.1,Medium,74.1,High,62.7,Medium,54.7,Medium,71.6,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2007,61.8,Medium,49.6,Medium,75.2,High,62.2,Medium,54.5,Medium,71.3,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2008,62.6,Medium,50.5,Medium,76.5,High,62.0,Medium,55.8,Medium,71.2,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2009,63.5,Medium,50.5,Medium,77.2,High,62.7,Medium,56.5,Medium,70.3,High,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2010,64.3,Medium,51.5,Medium,77.9,High,63.3,Medium,56.8,Medium,69.4,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2011,65.7,Medium,52.7,Medium,78.3,High,62.6,Medium,57.2,Medium,69.5,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2012,66.3,Medium,53.2,Medium,78.5,High,62.9,Medium,57.4,Medium,69.1,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2013,66.7,Medium,53.7,Medium,80.2,High,62.9,Medium,56.8,Medium,68.9,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2014,67.3,Medium,54.4,Medium,80.9,High,62.0,Medium,56.3,Medium,68.5,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2015,67.3,Medium,54.3,Medium,81.4,High,62.2,Medium,55.6,Medium,69.1,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2016,66.8,Medium,54.8,Medium,82.5,High,61.3,Medium,56.0,Medium,69.3,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2017,66.2,Medium,55.8,Medium,83.1,High,60.7,Medium,55.3,Medium,68.7,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2018,65.6,Medium,55.2,Medium,83.4,High,60.3,Medium,56.3,Medium,69.2,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2019,65.6,Medium,55.2,Medium,83.0,High,59.2,Medium,55.5,Medium,68.8,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2020,66.2,Medium,55.1,Medium,83.8,High,58.9,Medium,56.3,Medium,68.9,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2021,66.2,Medium,55.5,Medium,82.7,High,59.3,Medium,57.1,Medium,68.1,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2022,65.5,Medium,55.5,Medium,80.4,High,59.6,Medium,58.2,Medium,67.2,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2023,65.4,Medium,56.2,Medium,80.2,High,60.4,Medium,59.3,Medium,66.9,Medium,Synthetic safe prototype data; not factual.
Cambodia,KHM,Asia,South-Eastern Asia,2024,65.2,Medium,56.5,Medium,79.7,High,61.1,Medium,59.2,Medium,66.7,Medium,Synthetic safe prototype data; not factual.
Indonesia,IDN,Asia,South-Eastern Asia,1990,66.7,Medium,69.6,Medium,60.9,Medium,59.9,Medium,69.8,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Indonesia,IDN,Asia,South-Eastern Asia,1991,66.3,Medium,69.1,Medium,61.6,Medium,59.4,Medium,69.4,Medium,53.7,Medium,Synthetic safe prototype data; not factual.
Indonesia,IDN,Asia,South-Eastern Asia,1992,65.6,Medium,68.5,Medium,61.3,Medium,58.4,Medium,68.5,Medium,54.9,Medium,Synthetic safe prototype data; not factual.
