country,iso3,region,subregion,year,stress_index,stress_band,state_regime,event_signal,event_type_primary,event_phase,coverage_count,coverage_ratio,confidence_band,synthetic_flag
Bangladesh,BGD,Asia,Southern Asia,2014,42.1,Medium,Watch,0.169,External spillover,active,17,0.531,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2015,40.6,Medium,Watch,0.068,External spillover,build,18,0.562,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2016,39.9,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2017,39.5,Medium,Watch,0.0,Recovery window,recovery,14,0.438,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2018,39.1,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2019,39.3,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2020,38.7,Medium,Watch,0.0,Recovery window,recovery,20,0.625,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2021,39.1,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2022,38.5,Medium,Watch,0.0,Baseline,latent,22,0.688,High,Yes
Bangladesh,BGD,Asia,Southern Asia,2023,38.8,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Bangladesh,BGD,Asia,Southern Asia,2024,38.7,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
India,IND,Asia,Southern Asia,1990,43.9,Medium,Watch,0.0,Baseline,latent,6,0.188,Low,Yes
India,IND,Asia,Southern Asia,1991,43.4,Medium,Watch,0.033,Baseline,latent,12,0.375,Low,Yes
India,IND,Asia,Southern Asia,1992,43.3,Medium,Watch,0.049,Baseline,latent,14,0.438,Medium,Yes
India,IND,Asia,Southern Asia,1993,44.1,Medium,Watch,0.064,Enforcement strain,build,8,0.25,Low,Yes
India,IND,Asia,Southern Asia,1994,45.1,Medium,Watch,0.15,Enforcement strain,active,10,0.312,Low,Yes
India,IND,Asia,Southern Asia,1995,45.9,Medium,Watch,0.22,Institutional transition,active,11,0.344,Low,Yes
India,IND,Asia,Southern Asia,1996,47.0,Medium,Watch,0.279,Institutional transition,active,11,0.344,Low,Yes
India,IND,Asia,Southern Asia,1997,46.9,Medium,Watch,0.294,Institutional transition,active,15,0.469,Medium,Yes
India,IND,Asia,Southern Asia,1998,47.2,Medium,Watch,0.252,Institutional transition,active,11,0.344,Low,Yes
India,IND,Asia,Southern Asia,1999,46.1,Medium,Watch,0.173,Institutional transition,active,10,0.312,Low,Yes
India,IND,Asia,Southern Asia,2000,44.1,Medium,Watch,0.075,Institutional transition,build,12,0.375,Low,Yes
India,IND,Asia,Southern Asia,2001,43.5,Medium,Watch,0.0,Baseline,latent,6,0.188,Low,Yes
India,IND,Asia,Southern Asia,2002,41.6,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2003,41.4,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
India,IND,Asia,Southern Asia,2004,41.3,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
India,IND,Asia,Southern Asia,2005,40.4,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2006,40.7,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2007,40.2,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
India,IND,Asia,Southern Asia,2008,40.5,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2009,39.7,Medium,Watch,0.0,Recovery window,recovery,19,0.594,Medium,Yes
India,IND,Asia,Southern Asia,2010,40.5,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2011,40.8,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
India,IND,Asia,Southern Asia,2012,40.6,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
India,IND,Asia,Southern Asia,2013,40.9,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2014,41.6,Medium,Watch,0.066,Information disruption,build,18,0.562,Medium,Yes
India,IND,Asia,Southern Asia,2015,42.8,Medium,Watch,0.123,Information disruption,build,18,0.562,Medium,Yes
India,IND,Asia,Southern Asia,2016,44.2,Medium,Watch,0.178,Information disruption,active,16,0.5,Medium,Yes
India,IND,Asia,Southern Asia,2017,44.9,Medium,Watch,0.202,Information disruption,active,15,0.469,Medium,Yes
India,IND,Asia,Southern Asia,2018,43.9,Medium,Watch,0.178,Information disruption,active,20,0.625,Medium,Yes
India,IND,Asia,Southern Asia,2019,43.5,Medium,Watch,0.123,Information disruption,build,19,0.594,Medium,Yes
India,IND,Asia,Southern Asia,2020,42.6,Medium,Watch,0.066,Information disruption,build,19,0.594,Medium,Yes
India,IND,Asia,Southern Asia,2021,41.1,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
India,IND,Asia,Southern Asia,2022,40.6,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
India,IND,Asia,Southern Asia,2023,40.1,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
India,IND,Asia,Southern Asia,2024,39.6,Medium,Watch,0.0,Baseline,latent,23,0.719,High,Yes
Nepal,NPL,Asia,Southern Asia,1990,38.9,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Nepal,NPL,Asia,Southern Asia,1991,38.7,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Nepal,NPL,Asia,Southern Asia,1992,38.3,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Nepal,NPL,Asia,Southern Asia,1993,37.7,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Nepal,NPL,Asia,Southern Asia,1994,37.7,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Nepal,NPL,Asia,Southern Asia,1995,37.3,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Nepal,NPL,Asia,Southern Asia,1996,38.2,Medium,Watch,0.071,Governance stress,build,9,0.281,Low,Yes
Nepal,NPL,Asia,Southern Asia,1997,38.6,Medium,Watch,0.105,Governance stress,build,11,0.344,Low,Yes
Nepal,NPL,Asia,Southern Asia,1998,39.9,Medium,Watch,0.139,Governance stress,build,10,0.312,Low,Yes
Nepal,NPL,Asia,Southern Asia,1999,40.8,Medium,Watch,0.164,Governance stress,active,9,0.281,Low,Yes
Nepal,NPL,Asia,Southern Asia,2000,41.1,Medium,Watch,0.174,Governance stress,active,11,0.344,Low,Yes
Nepal,NPL,Asia,Southern Asia,2001,41.2,Medium,Watch,0.164,Governance stress,active,12,0.375,Low,Yes
Nepal,NPL,Asia,Southern Asia,2002,41.1,Medium,Watch,0.139,Governance stress,build,12,0.375,Low,Yes
Nepal,NPL,Asia,Southern Asia,2003,41.2,Medium,Watch,0.164,Governance stress,active,13,0.406,Low,Yes
Nepal,NPL,Asia,Southern Asia,2004,42.2,Medium,Watch,0.181,Enforcement strain,active,10,0.312,Low,Yes
Nepal,NPL,Asia,Southern Asia,2005,41.6,Medium,Watch,0.159,Enforcement strain,active,13,0.406,Low,Yes
Nepal,NPL,Asia,Southern Asia,2006,42.3,Medium,Watch,0.18,Enforcement strain,active,11,0.344,Low,Yes
Nepal,NPL,Asia,Southern Asia,2007,42.2,Medium,Watch,0.159,Enforcement strain,active,12,0.375,Low,Yes
Nepal,NPL,Asia,Southern Asia,2008,41.0,Medium,Watch,0.109,Enforcement strain,build,16,0.5,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2009,39.2,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2010,38.6,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2011,38.4,Medium,Watch,0.0,Recovery window,recovery,15,0.469,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2012,38.1,Medium,Watch,0.0,Recovery window,recovery,14,0.438,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2013,37.2,Medium,Watch,0.0,Recovery window,recovery,18,0.562,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2014,37.1,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2015,36.6,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2016,36.5,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2017,35.9,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2018,35.4,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2019,34.5,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2020,34.1,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2021,33.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2022,33.8,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2023,32.9,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Nepal,NPL,Asia,Southern Asia,2024,33.0,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,1990,43.2,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1991,43.4,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1992,46.6,Medium,Watch,0.175,Fiscal shock,active,9,0.281,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1993,48.8,Medium,Watch,0.259,Fiscal shock,active,8,0.25,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1994,51.1,High,Escalated,0.342,Fiscal shock,active,7,0.219,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1995,52.5,High,Escalated,0.404,Fiscal shock,active,11,0.344,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1996,53.3,High,Escalated,0.427,Fiscal shock,active,8,0.25,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1997,53.5,High,Escalated,0.404,Fiscal shock,active,10,0.312,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1998,52.7,High,Escalated,0.342,Fiscal shock,active,8,0.25,Low,Yes
Pakistan,PAK,Asia,Southern Asia,1999,51.1,High,Escalated,0.259,Fiscal shock,active,8,0.25,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2000,48.8,Medium,Watch,0.175,Fiscal shock,active,11,0.344,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2001,44.8,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2002,43.8,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2003,43.4,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2004,42.4,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2005,42.5,Medium,Watch,0.0,Recovery window,recovery,9,0.281,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2006,41.1,Medium,Watch,0.0,Recovery window,recovery,15,0.469,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2007,40.1,Medium,Watch,0.0,Recovery window,recovery,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2008,40.8,Medium,Watch,0.0,Recovery window,recovery,13,0.406,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2009,40.6,Medium,Watch,0.0,Recovery window,recovery,16,0.5,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2010,41.1,Medium,Watch,0.0,Recovery window,recovery,13,0.406,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2011,40.7,Medium,Watch,0.0,Recovery window,recovery,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2012,41.5,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2013,41.7,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Pakistan,PAK,Asia,Southern Asia,2014,41.5,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2015,41.6,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2016,43.6,Medium,Watch,0.072,Governance stress,build,16,0.5,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2017,44.2,Medium,Watch,0.107,Governance stress,build,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2018,45.3,Medium,Watch,0.141,Governance stress,build,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2019,46.3,Medium,Watch,0.167,Governance stress,active,17,0.531,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2020,46.2,Medium,Watch,0.176,Governance stress,active,19,0.594,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2021,45.9,Medium,Watch,0.167,Governance stress,active,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2022,45.5,Medium,Watch,0.141,Governance stress,build,18,0.562,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2023,44.3,Medium,Watch,0.107,Governance stress,build,20,0.625,Medium,Yes
Pakistan,PAK,Asia,Southern Asia,2024,43.5,Medium,Watch,0.072,Governance stress,build,20,0.625,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,1990,42.5,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1991,42.5,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1992,43.1,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1993,43.2,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1994,43.0,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1995,42.6,Medium,Watch,0.0,Recovery window,recovery,9,0.281,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1996,42.5,Medium,Watch,0.0,Recovery window,recovery,9,0.281,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1997,42.4,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1998,43.8,Medium,Watch,0.084,External spillover,build,10,0.312,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,1999,43.3,Medium,Watch,0.043,Baseline,latent,10,0.312,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2000,42.1,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2001,41.8,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2002,41.6,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2003,41.7,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2004,41.3,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2005,40.8,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2006,40.4,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2007,40.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2008,40.1,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2009,39.4,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2010,39.4,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2011,40.1,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2012,39.5,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2013,40.1,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2014,40.6,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2015,39.9,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2016,42.0,Medium,Watch,0.132,Information disruption,build,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2017,44.2,Medium,Watch,0.246,Information disruption,active,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2018,46.0,Medium,Watch,0.358,Information disruption,active,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2019,47.6,Medium,Watch,0.406,Information disruption,active,13,0.406,Low,Yes
Sri Lanka,LKA,Asia,Southern Asia,2020,47.6,Medium,Watch,0.358,Information disruption,active,14,0.438,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2021,45.7,Medium,Watch,0.246,Information disruption,active,18,0.562,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2022,43.7,Medium,Watch,0.132,Information disruption,build,18,0.562,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2023,41.0,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Sri Lanka,LKA,Asia,Southern Asia,2024,40.2,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Armenia,ARM,Asia,Western Asia,1990,42.6,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Armenia,ARM,Asia,Western Asia,1991,41.8,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,1992,41.9,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,1993,42.6,Medium,Watch,0.0,Baseline,latent,6,0.188,Low,Yes
Armenia,ARM,Asia,Western Asia,1994,42.8,Medium,Watch,0.0,Baseline,latent,6,0.188,Low,Yes
Armenia,ARM,Asia,Western Asia,1995,42.3,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Armenia,ARM,Asia,Western Asia,1996,41.5,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,1997,42.0,Medium,Watch,0.0,Recovery window,recovery,10,0.312,Low,Yes
Armenia,ARM,Asia,Western Asia,1998,41.7,Medium,Watch,0.0,Recovery window,recovery,11,0.344,Low,Yes
Armenia,ARM,Asia,Western Asia,1999,41.9,Medium,Watch,0.0,Recovery window,recovery,7,0.219,Low,Yes
Armenia,ARM,Asia,Western Asia,2000,41.0,Medium,Watch,0.0,Recovery window,recovery,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,2001,41.0,Medium,Watch,0.0,Recovery window,recovery,10,0.312,Low,Yes
Armenia,ARM,Asia,Western Asia,2002,40.4,Medium,Watch,0.0,Recovery window,recovery,13,0.406,Low,Yes
Armenia,ARM,Asia,Western Asia,2003,40.4,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Armenia,ARM,Asia,Western Asia,2004,40.2,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,2005,40.2,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Armenia,ARM,Asia,Western Asia,2006,39.2,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Armenia,ARM,Asia,Western Asia,2007,38.5,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Armenia,ARM,Asia,Western Asia,2008,39.0,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Armenia,ARM,Asia,Western Asia,2009,39.3,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Armenia,ARM,Asia,Western Asia,2010,38.7,Medium,Watch,0.038,Baseline,latent,15,0.469,Medium,Yes
Armenia,ARM,Asia,Western Asia,2011,39.6,Medium,Watch,0.071,Information disruption,build,12,0.375,Low,Yes
Armenia,ARM,Asia,Western Asia,2012,40.0,Medium,Watch,0.103,Information disruption,build,16,0.5,Medium,Yes
Armenia,ARM,Asia,Western Asia,2013,40.8,Medium,Watch,0.117,Information disruption,build,14,0.438,Medium,Yes
Armenia,ARM,Asia,Western Asia,2014,40.3,Medium,Watch,0.103,Information disruption,build,17,0.531,Medium,Yes
Armenia,ARM,Asia,Western Asia,2015,40.4,Medium,Watch,0.071,Information disruption,build,13,0.406,Low,Yes
Armenia,ARM,Asia,Western Asia,2016,39.7,Medium,Watch,0.038,Baseline,latent,16,0.5,Medium,Yes
Armenia,ARM,Asia,Western Asia,2017,38.9,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Armenia,ARM,Asia,Western Asia,2018,38.9,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Armenia,ARM,Asia,Western Asia,2019,38.6,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Armenia,ARM,Asia,Western Asia,2020,38.4,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Armenia,ARM,Asia,Western Asia,2021,38.9,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Armenia,ARM,Asia,Western Asia,2022,38.9,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Armenia,ARM,Asia,Western Asia,2023,39.0,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Armenia,ARM,Asia,Western Asia,2024,39.0,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,1990,44.0,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1991,44.1,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1992,44.5,Medium,Watch,0.0,Baseline,latent,7,0.219,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1993,44.2,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1994,44.2,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1995,44.1,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1996,44.3,Medium,Watch,0.0,Baseline,latent,10,0.312,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1997,43.6,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1998,43.7,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,1999,43.4,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2000,44.1,Medium,Watch,0.049,Baseline,latent,12,0.375,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2001,44.3,Medium,Watch,0.072,Enforcement strain,build,12,0.375,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2002,44.8,Medium,Watch,0.095,Enforcement strain,build,10,0.312,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2003,45.1,Medium,Watch,0.112,Enforcement strain,build,9,0.281,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2004,44.7,Medium,Watch,0.119,Enforcement strain,build,14,0.438,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2005,44.5,Medium,Watch,0.059,Enforcement strain,build,9,0.281,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2006,43.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2007,41.9,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2008,41.9,Medium,Watch,0.0,Recovery window,recovery,13,0.406,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2009,41.4,Medium,Watch,0.0,Recovery window,recovery,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2010,41.4,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2011,43.2,Medium,Watch,0.081,Institutional transition,build,14,0.438,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2012,45.4,Medium,Watch,0.196,Institutional transition,active,15,0.469,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2013,47.0,Medium,Watch,0.222,Institutional transition,active,10,0.312,Low,Yes
Azerbaijan,AZE,Asia,Western Asia,2014,46.1,Medium,Watch,0.196,Institutional transition,active,15,0.469,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2015,45.1,Medium,Watch,0.135,Institutional transition,build,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2016,44.3,Medium,Watch,0.072,Institutional transition,build,14,0.438,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2017,42.3,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2018,42.7,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2019,42.2,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2020,42.1,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2021,41.7,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2022,41.4,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2023,40.9,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
Azerbaijan,AZE,Asia,Western Asia,2024,40.7,Medium,Watch,0.0,Baseline,latent,19,0.594,Medium,Yes
Bahrain,BHR,Asia,Western Asia,1990,41.7,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Bahrain,BHR,Asia,Western Asia,1991,41.0,Medium,Watch,0.0,Baseline,latent,13,0.406,Low,Yes
Bahrain,BHR,Asia,Western Asia,1992,41.5,Medium,Watch,0.0,Baseline,latent,9,0.281,Low,Yes
Bahrain,BHR,Asia,Western Asia,1993,41.8,Medium,Watch,0.0,Baseline,latent,8,0.25,Low,Yes
Bahrain,BHR,Asia,Western Asia,1994,41.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
Bahrain,BHR,Asia,Western Asia,1995,41.2,Medium,Watch,0.0,Baseline,latent,11,0.344,Low,Yes
